TAHUN;SEMESTER;MATAKULIAH;PERTANYAAN;KETERANGAN;NILAI
2018;1811;IS512 IS Project Management;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,38
2018;1811;IS512 IS Project Management;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,37
2018;1811;IS512 IS Project Management;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,32
2018;1811;IS512 IS Project Management;11;Kemampuan memotivasi semangat belajar mahasiswa;3,33
2018;1811;IS512 IS Project Management;12;Kemampuan menerima kritik, saran dan pendapat;3,36
2018;1811;IS512 IS Project Management;13;Fairness dalam memberikan penilaian;3,35
2018;1811;IS512 IS Project Management;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,41
2018;1811;IS534 Mobile Application Development;1;Kesiapan memberikan perkuliahan/praktikum;3,35
2018;1811;IS534 Mobile Application Development;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,30
2018;1811;IS534 Mobile Application Development;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,31
2018;1811;IS534 Mobile Application Development;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,32
2018;1811;IS534 Mobile Application Development;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,30
2018;1811;IS534 Mobile Application Development;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,23
2018;1811;IS534 Mobile Application Development;7;Memberi review materi  perkuliahan sebelumnya;3,27
2018;1811;IS534 Mobile Application Development;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,37
2018;1811;IS534 Mobile Application Development;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,32
2018;1811;IS534 Mobile Application Development;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,31
2018;1811;IS534 Mobile Application Development;11;Kemampuan memotivasi semangat belajar mahasiswa;3,26
2018;1811;IS534 Mobile Application Development;12;Kemampuan menerima kritik, saran dan pendapat;3,30
2018;1811;IS534 Mobile Application Development;13;Fairness dalam memberikan penilaian;3,32
2018;1811;IS534 Mobile Application Development;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,32
2018;1811;IS543 Decision Support System;1;Kesiapan memberikan perkuliahan/praktikum;3,19
2018;1811;IS543 Decision Support System;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,09
2018;1811;IS543 Decision Support System;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,13
2018;1811;IS543 Decision Support System;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,13
2018;1811;IS543 Decision Support System;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,13
2018;1811;IS543 Decision Support System;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,10
2018;1811;IS543 Decision Support System;7;Memberi review materi  perkuliahan sebelumnya;3,06
2018;1811;IS543 Decision Support System;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,17
2018;1811;IS543 Decision Support System;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,11
2018;1811;IS543 Decision Support System;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,12
2018;1811;IS543 Decision Support System;11;Kemampuan memotivasi semangat belajar mahasiswa;3,07
2018;1811;IS543 Decision Support System;12;Kemampuan menerima kritik, saran dan pendapat;3,10
2018;1811;IS543 Decision Support System;13;Fairness dalam memberikan penilaian;3,06
2018;1811;IS543 Decision Support System;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,10
2018;1811;IS544 Advanced Database;1;Kesiapan memberikan perkuliahan/praktikum;3,46
2018;1811;IS544 Advanced Database;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,37
2018;1811;IS544 Advanced Database;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,40
2018;1811;IS544 Advanced Database;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,41
2018;1811;IS544 Advanced Database;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,41
2018;1811;IS544 Advanced Database;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,42
2018;1811;IS544 Advanced Database;7;Memberi review materi  perkuliahan sebelumnya;3,38
2018;1811;IS544 Advanced Database;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,42
2018;1811;IS544 Advanced Database;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,37
2018;1811;IS544 Advanced Database;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,37
2018;1811;IS544 Advanced Database;11;Kemampuan memotivasi semangat belajar mahasiswa;3,40
2018;1811;IS544 Advanced Database;12;Kemampuan menerima kritik, saran dan pendapat;3,40
2018;1811;IS544 Advanced Database;13;Fairness dalam memberikan penilaian;3,45
2018;1811;IS544 Advanced Database;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,43
2018;1811;IS555 E-Business;1;Kesiapan memberikan perkuliahan/praktikum;3,40
2018;1811;IS555 E-Business;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,38
2018;1811;IS555 E-Business;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,38
2018;1811;IS555 E-Business;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,39
2018;1811;IS555 E-Business;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,35
2018;1811;IS555 E-Business;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,32
2018;1811;IS555 E-Business;7;Memberi review materi  perkuliahan sebelumnya;3,33
2018;1811;IS555 E-Business;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,36
2018;1811;IS555 E-Business;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,34
2018;1811;IS555 E-Business;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,29
2018;1811;IS555 E-Business;11;Kemampuan memotivasi semangat belajar mahasiswa;3,36
2018;1811;IS555 E-Business;12;Kemampuan menerima kritik, saran dan pendapat;3,35
2018;1811;IS555 E-Business;13;Fairness dalam memberikan penilaian;3,39
2018;1811;IS555 E-Business;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,27
2018;1811;IS556 Web Design and Development;1;Kesiapan memberikan perkuliahan/praktikum;3,54
2018;1811;IS556 Web Design and Development;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,51
2018;1811;IS556 Web Design and Development;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,50
2018;1811;IS556 Web Design and Development;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,52
2018;1811;IS556 Web Design and Development;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,52
2018;1811;IS556 Web Design and Development;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,43
2018;1811;IS556 Web Design and Development;7;Memberi review materi  perkuliahan sebelumnya;3,42
2018;1811;IS556 Web Design and Development;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,48
2018;1811;IS556 Web Design and Development;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,50
2018;1811;IS556 Web Design and Development;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,47
2018;1811;IS556 Web Design and Development;11;Kemampuan memotivasi semangat belajar mahasiswa;3,42
2018;1811;IS556 Web Design and Development;12;Kemampuan menerima kritik, saran dan pendapat;3,45
2018;1811;IS556 Web Design and Development;13;Fairness dalam memberikan penilaian;3,46
2018;1811;IS556 Web Design and Development;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,52
2018;1811;IS557 Big Data Analytics 1;1;Kesiapan memberikan perkuliahan/praktikum;3,55
2018;1811;IS557 Big Data Analytics 1;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,50
2018;1811;IS557 Big Data Analytics 1;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,56
2018;1811;IS557 Big Data Analytics 1;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,58
2018;1811;IS557 Big Data Analytics 1;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,58
2018;1811;IS557 Big Data Analytics 1;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,48
2018;1811;IS557 Big Data Analytics 1;7;Memberi review materi  perkuliahan sebelumnya;3,56
2018;1811;IS557 Big Data Analytics 1;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,60
2018;1811;IS557 Big Data Analytics 1;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,55
2018;1811;IS557 Big Data Analytics 1;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,48
2018;1811;IS557 Big Data Analytics 1;11;Kemampuan memotivasi semangat belajar mahasiswa;3,52
2018;1811;IS557 Big Data Analytics 1;12;Kemampuan menerima kritik, saran dan pendapat;3,50
2018;1811;IS557 Big Data Analytics 1;13;Fairness dalam memberikan penilaian;3,52
2018;1811;IS557 Big Data Analytics 1;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,47
2018;1811;IS571 IT Governance 1;1;Kesiapan memberikan perkuliahan/praktikum;3,29
2018;1811;IS571 IT Governance 1;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,29
2018;1811;IS571 IT Governance 1;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,31
2018;1811;IS571 IT Governance 1;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,20
2018;1811;IS571 IT Governance 1;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,29
2018;1811;IS571 IT Governance 1;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,20
2018;1811;IS571 IT Governance 1;7;Memberi review materi  perkuliahan sebelumnya;3,31
2018;1811;IS571 IT Governance 1;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,31
2018;1811;IS571 IT Governance 1;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,26
2018;1811;IS571 IT Governance 1;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,26
2018;1811;IS571 IT Governance 1;11;Kemampuan memotivasi semangat belajar mahasiswa;3,23
2018;1811;IS571 IT Governance 1;12;Kemampuan menerima kritik, saran dan pendapat;3,26
2018;1811;IS571 IT Governance 1;13;Fairness dalam memberikan penilaian;3,17
2018;1811;IS571 IT Governance 1;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,29
2018;1811;IS580 Enterprise Application and Systems 1;1;Kesiapan memberikan perkuliahan/praktikum;3,48
2018;1811;IS580 Enterprise Application and Systems 1;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,35
2018;1811;IS580 Enterprise Application and Systems 1;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,41
2018;1811;IS580 Enterprise Application and Systems 1;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,46
2018;1811;IS580 Enterprise Application and Systems 1;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,44
2018;1811;IS580 Enterprise Application and Systems 1;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,43
2018;1811;IS580 Enterprise Application and Systems 1;7;Memberi review materi  perkuliahan sebelumnya;3,39
2018;1811;IS580 Enterprise Application and Systems 1;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,46
2018;1811;IS580 Enterprise Application and Systems 1;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,39
2018;1811;IS580 Enterprise Application and Systems 1;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,41
2018;1811;IS580 Enterprise Application and Systems 1;11;Kemampuan memotivasi semangat belajar mahasiswa;3,43
2018;1811;IS580 Enterprise Application and Systems 1;12;Kemampuan menerima kritik, saran dan pendapat;3,46
2018;1811;IS580 Enterprise Application and Systems 1;13;Fairness dalam memberikan penilaian;3,54
2018;1811;IS580 Enterprise Application and Systems 1;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,48
2018;1811;IS670 Information System Auditing;1;Kesiapan memberikan perkuliahan/praktikum;3,36
2018;1811;IS670 Information System Auditing;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,21
2018;1811;IS670 Information System Auditing;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,21
2018;1811;IS670 Information System Auditing;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,29
2018;1811;IS670 Information System Auditing;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,21
2018;1811;IS670 Information System Auditing;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,21
2018;1811;IS670 Information System Auditing;7;Memberi review materi  perkuliahan sebelumnya;3,21
2018;1811;IS670 Information System Auditing;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,36
2018;1811;IS670 Information System Auditing;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,21
2018;1811;IS670 Information System Auditing;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,21
2018;1811;IS670 Information System Auditing;11;Kemampuan memotivasi semangat belajar mahasiswa;3,14
2018;1811;IS670 Information System Auditing;12;Kemampuan menerima kritik, saran dan pendapat;3,21
2018;1811;IS670 Information System Auditing;13;Fairness dalam memberikan penilaian;3,14
2018;1811;IS670 Information System Auditing;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,14
2018;1811;IS725 Information Systems Testing and Implementation;1;Kesiapan memberikan perkuliahan/praktikum;3,58
2018;1811;IS725 Information Systems Testing and Implementation;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,62
2018;1811;IS725 Information Systems Testing and Implementation;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,60
2018;1811;IS725 Information Systems Testing and Implementation;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,60
2018;1811;IS725 Information Systems Testing and Implementation;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,58
2018;1811;IS725 Information Systems Testing and Implementation;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,56
2018;1811;IS725 Information Systems Testing and Implementation;7;Memberi review materi  perkuliahan sebelumnya;3,56
2018;1811;IS725 Information Systems Testing and Implementation;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,65
2018;1811;IS725 Information Systems Testing and Implementation;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,58
2018;1811;IS725 Information Systems Testing and Implementation;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,58
2018;1811;IS725 Information Systems Testing and Implementation;11;Kemampuan memotivasi semangat belajar mahasiswa;3,58
2018;1811;IS725 Information Systems Testing and Implementation;12;Kemampuan menerima kritik, saran dan pendapat;3,58
2018;1811;IS725 Information Systems Testing and Implementation;13;Fairness dalam memberikan penilaian;3,64
2018;1811;IS725 Information Systems Testing and Implementation;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,58
2018;1811;IS726 Innovation in Information and Technology;1;Kesiapan memberikan perkuliahan/praktikum;3,32
2018;1811;IS726 Innovation in Information and Technology;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,34
2018;1811;IS726 Innovation in Information and Technology;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,30
2018;1811;IS726 Innovation in Information and Technology;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,38
2018;1811;IS726 Innovation in Information and Technology;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,25
2018;1811;IS726 Innovation in Information and Technology;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,18
2018;1811;IS726 Innovation in Information and Technology;7;Memberi review materi  perkuliahan sebelumnya;3,25
2018;1811;IS726 Innovation in Information and Technology;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,23
2018;1811;IS726 Innovation in Information and Technology;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,25
2018;1811;IS726 Innovation in Information and Technology;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,21
2018;1811;IS726 Innovation in Information and Technology;11;Kemampuan memotivasi semangat belajar mahasiswa;3,23
2018;1811;IS726 Innovation in Information and Technology;12;Kemampuan menerima kritik, saran dan pendapat;3,14
2018;1811;IS726 Innovation in Information and Technology;13;Fairness dalam memberikan penilaian;3,29
2018;1811;IS726 Innovation in Information and Technology;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,43
2018;1811;IS747 Database Administration 2;1;Kesiapan memberikan perkuliahan/praktikum;3,74
2018;1811;IS747 Database Administration 2;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,74
2018;1811;IS747 Database Administration 2;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,72
2018;1811;IS747 Database Administration 2;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,72
2018;1811;IS747 Database Administration 2;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,76
2018;1811;IS747 Database Administration 2;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,67
2018;1811;IS747 Database Administration 2;7;Memberi review materi  perkuliahan sebelumnya;3,71
2018;1811;IS747 Database Administration 2;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,78
2018;1811;IS747 Database Administration 2;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,74
2018;1811;IS747 Database Administration 2;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,74
2018;1811;IS747 Database Administration 2;11;Kemampuan memotivasi semangat belajar mahasiswa;3,76
2018;1811;IS747 Database Administration 2;12;Kemampuan menerima kritik, saran dan pendapat;3,74
2018;1811;IS747 Database Administration 2;13;Fairness dalam memberikan penilaian;3,76
2018;1811;IS747 Database Administration 2;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,78
2018;1811;IS749 Business Intelligence;1;Kesiapan memberikan perkuliahan/praktikum;3,40
2018;1811;IS749 Business Intelligence;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,33
2018;1811;IS749 Business Intelligence;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,34
2018;1811;IS749 Business Intelligence;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,34
2018;1811;IS749 Business Intelligence;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,40
2018;1811;IS749 Business Intelligence;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,31
2018;1811;IS749 Business Intelligence;7;Memberi review materi  perkuliahan sebelumnya;3,40
2018;1811;IS749 Business Intelligence;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,33
2018;1811;IS749 Business Intelligence;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,36
2018;1811;IS749 Business Intelligence;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,36
2018;1811;IS749 Business Intelligence;11;Kemampuan memotivasi semangat belajar mahasiswa;3,34
2018;1811;IS749 Business Intelligence;12;Kemampuan menerima kritik, saran dan pendapat;3,40
2018;1811;IS749 Business Intelligence;13;Fairness dalam memberikan penilaian;3,39
2018;1811;IS749 Business Intelligence;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,36
2018;1811;IS773 IT Governance 3;1;Kesiapan memberikan perkuliahan/praktikum;3,15
2018;1811;IS773 IT Governance 3;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,00
2018;1811;IS773 IT Governance 3;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,00
2018;1811;IS773 IT Governance 3;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,31
2018;1811;IS773 IT Governance 3;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,31
2018;1811;IS773 IT Governance 3;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,08
2018;1811;IS773 IT Governance 3;7;Memberi review materi  perkuliahan sebelumnya;3,23
2018;1811;IS773 IT Governance 3;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,38
2018;1811;IS773 IT Governance 3;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,31
2018;1811;IS773 IT Governance 3;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,31
2018;1811;IS773 IT Governance 3;11;Kemampuan memotivasi semangat belajar mahasiswa;3,15
2018;1811;IS773 IT Governance 3;12;Kemampuan menerima kritik, saran dan pendapat;3,38
2018;1811;IS773 IT Governance 3;13;Fairness dalam memberikan penilaian;3,38
2018;1811;IS773 IT Governance 3;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,38
2018;1811;IS782 Enterprise Application and Systems 3;1;Kesiapan memberikan perkuliahan/praktikum;3,32
2018;1811;IS782 Enterprise Application and Systems 3;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,32
2018;1811;IS782 Enterprise Application and Systems 3;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,32
2018;1811;IS782 Enterprise Application and Systems 3;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,32
2018;1811;IS782 Enterprise Application and Systems 3;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,31
2018;1811;IS782 Enterprise Application and Systems 3;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,29
2018;1811;IS782 Enterprise Application and Systems 3;7;Memberi review materi  perkuliahan sebelumnya;3,31
2018;1811;IS782 Enterprise Application and Systems 3;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,30
2018;1811;IS782 Enterprise Application and Systems 3;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,32
2018;1811;IS782 Enterprise Application and Systems 3;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,29
2018;1811;IS782 Enterprise Application and Systems 3;11;Kemampuan memotivasi semangat belajar mahasiswa;3,32
2018;1811;IS782 Enterprise Application and Systems 3;12;Kemampuan menerima kritik, saran dan pendapat;3,31
2018;1811;IS782 Enterprise Application and Systems 3;13;Fairness dalam memberikan penilaian;3,31
2018;1811;IS782 Enterprise Application and Systems 3;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,31
2018;1821;IS201 Corporate Business Processes;1;Kesiapan memberikan perkuliahan/praktikum;3,45
2018;1821;IS201 Corporate Business Processes;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,46
2018;1821;IS201 Corporate Business Processes;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,43
2018;1821;IS201 Corporate Business Processes;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,44
2018;1821;IS201 Corporate Business Processes;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,43
2018;1821;IS201 Corporate Business Processes;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,34
2018;1821;IS201 Corporate Business Processes;7;Memberi review materi  perkuliahan sebelumnya;3,38
2018;1821;IS201 Corporate Business Processes;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,42
2018;1821;IS201 Corporate Business Processes;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,42
2018;1821;IS201 Corporate Business Processes;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,43
2018;1821;IS201 Corporate Business Processes;11;Kemampuan memotivasi semangat belajar mahasiswa;3,43
2018;1821;IS201 Corporate Business Processes;12;Kemampuan menerima kritik, saran dan pendapat;3,37
2018;1821;IS201 Corporate Business Processes;13;Fairness dalam memberikan penilaian;3,46
2018;1821;IS201 Corporate Business Processes;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,47
2018;1821;IS220 Human and Computer Interaction;1;Kesiapan memberikan perkuliahan/praktikum;3,36
2018;1821;IS220 Human and Computer Interaction;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,28
2018;1821;IS220 Human and Computer Interaction;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,29
2018;1821;IS220 Human and Computer Interaction;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,29
2018;1821;IS220 Human and Computer Interaction;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,34
2018;1821;IS220 Human and Computer Interaction;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,24
2018;1821;IS220 Human and Computer Interaction;7;Memberi review materi  perkuliahan sebelumnya;3,32
2018;1821;IS220 Human and Computer Interaction;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,35
2018;1821;IS220 Human and Computer Interaction;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,31
2018;1821;IS220 Human and Computer Interaction;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,26
2018;1821;IS220 Human and Computer Interaction;11;Kemampuan memotivasi semangat belajar mahasiswa;3,25
2018;1821;IS220 Human and Computer Interaction;12;Kemampuan menerima kritik, saran dan pendapat;3,36
2018;1821;IS220 Human and Computer Interaction;13;Fairness dalam memberikan penilaian;3,27
2018;1821;IS220 Human and Computer Interaction;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,24
2018;1821;IS228 Supply Chain Management;1;Kesiapan memberikan perkuliahan/praktikum;3,56
2018;1821;IS228 Supply Chain Management;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,57
2018;1821;IS228 Supply Chain Management;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,58
2018;1821;IS228 Supply Chain Management;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,56
2018;1821;IS228 Supply Chain Management;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,55
2018;1821;IS228 Supply Chain Management;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,52
2018;1821;IS228 Supply Chain Management;7;Memberi review materi  perkuliahan sebelumnya;3,55
2018;1821;IS228 Supply Chain Management;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,52
2018;1821;IS228 Supply Chain Management;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,55
2018;1821;IS228 Supply Chain Management;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,50
2018;1821;IS228 Supply Chain Management;11;Kemampuan memotivasi semangat belajar mahasiswa;3,55
2018;1821;IS228 Supply Chain Management;12;Kemampuan menerima kritik, saran dan pendapat;3,51
2018;1821;IS228 Supply Chain Management;13;Fairness dalam memberikan penilaian;3,56
2018;1821;IS228 Supply Chain Management;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,52
2018;1821;IS240 Probability and Statistic;1;Kesiapan memberikan perkuliahan/praktikum;3,25
2018;1821;IS240 Probability and Statistic;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,01
2018;1821;IS240 Probability and Statistic;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,10
2018;1821;IS240 Probability and Statistic;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,07
